Page,10/19/2016,10/20/2016,10/21/2016,10/22/2016,10/23/2016,10/24/2016,10/25/2016,10/26/2016,10/27/2016,10/28/2016,10/29/2016,10/30/2016,10/31/2016,11/1/2016,11/2/2016,11/3/2016,11/4/2016,11/5/2016,11/6/2016,11/7/2016,11/8/2016,11/9/2016,11/10/2016,11/11/2016,11/12/2016,11/13/2016,11/14/2016,11/15/2016,11/16/2016,11/17/2016,11/18/2016,11/19/2016,11/20/2016,11/21/2016,11/22/2016,11/23/2016,11/24/2016,11/25/2016,11/26/2016,11/27/2016,11/28/2016,11/29/2016,11/30/2016,12/1/2016,12/2/2016,12/3/2016,12/4/2016,12/5/2016,12/6/2016,12/7/2016,12/8/2016,12/9/2016,12/10/2016,12/11/2016,12/12/2016,12/13/2016,12/14/2016,12/15/2016,12/16/2016,12/17/2016,12/18/2016,12/19/2016,12/20/2016,12/21/2016,12/22/2016,12/23/2016,12/24/2016,12/25/2016,12/26/2016,12/27/2016,12/28/2016,12/29/2016,12/30/2016,12/31/2016,1/1/2017,1/2/2017,1/3/2017,1/4/2017,1/5/2017,1/6/2017,1/7/2017,1/8/2017,1/9/2017,1/10/2017,1/11/2017,1/12/2017,1/13/2017,1/14/2017,1/15/2017,1/16/2017,1/17/2017,1/18/2017,1/19/2017,1/20/2017,1/21/2017,1/22/2017,1/23/2017,1/24/2017,1/25/2017,1/26/2017,1/27/2017,1/28/2017,1/29/2017,1/30/2017,1/31/2017,2/1/2017,2/2/2017,2/3/2017,2/4/2017,2/5/2017,2/6/2017,2/7/2017,2/8/2017,2/9/2017,2/10/2017,2/11/2017,2/12/2017,2/13/2017,2/14/2017,2/15/2017,2/16/2017,2/17/2017,2/18/2017,2/19/2017,2/20/2017,2/21/2017,2/22/2017,2/23/2017,2/24/2017,2/25/2017,2/26/2017,2/27/2017,2/28/2017,3/1/2017,3/2/2017,3/3/2017,3/4/2017,3/5/2017,3/6/2017,3/7/2017,3/8/2017,3/9/2017,3/10/2017,3/11/2017,3/12/2017,3/13/2017,3/14/2017,3/15/2017,3/16/2017,3/17/2017,3/18/2017,3/19/2017,3/20/2017,3/21/2017,3/22/2017,3/23/2017,3/24/2017,3/25/2017,3/26/2017,3/27/2017,3/28/2017,3/29/2017,3/30/2017,3/31/2017,4/1/2017,4/2/2017,4/3/2017,4/4/2017,4/5/2017,4/6/2017,4/7/2017,4/8/2017,4/9/2017,4/10/2017,4/11/2017,4/12/2017,4/13/2017,4/14/2017,4/15/2017,4/16/2017,4/17/2017,4/18/2017,4/19/2017,4/20/2017,4/21/2017,4/22/2017,4/23/2017,4/24/2017,4/25/2017,4/26/2017,4/27/2017,4/28/2017,4/29/2017,4/30/2017,5/1/2017,5/2/2017,5/3/2017,5/4/2017,5/5/2017,5/6/2017,5/7/2017,5/8/2017,5/9/2017,5/10/2017,5/11/2017,5/12/2017,5/13/2017,5/14/2017,5/15/2017,5/16/2017,5/17/2017,5/18/2017,5/19/2017,5/20/2017,5/21/2017,5/22/2017,5/23/2017,5/24/2017,5/25/2017,5/26/2017,5/27/2017,5/28/2017,5/29/2017,5/30/2017,5/31/2017,6/1/2017,6/2/2017,6/3/2017,6/4/2017,6/5/2017,6/6/2017,6/7/2017,6/8/2017,6/9/2017,6/10/2017,6/11/2017,6/12/2017,6/13/2017,6/14/2017,6/15/2017,6/16/2017,6/17/2017,6/18/2017,6/19/2017,6/20/2017,6/21/2017,6/22/2017,6/23/2017,6/24/2017,6/25/2017,6/26/2017,6/27/2017,6/28/2017,6/29/2017,6/30/2017,7/1/2017,7/2/2017,7/3/2017,7/4/2017,7/5/2017,7/6/2017,7/7/2017,7/8/2017,7/9/2017,7/10/2017,7/11/2017,7/12/2017,7/13/2017,7/14/2017,7/15/2017,7/16/2017,7/17/2017,7/18/2017,7/19/2017,7/20/2017,7/21/2017,7/22/2017,7/23/2017,7/24/2017,7/25/2017,7/26/2017,7/27/2017,7/28/2017,7/29/2017,7/30/2017,7/31/2017,8/1/2017,8/2/2017,8/3/2017,8/4/2017,8/5/2017,8/6/2017,8/7/2017,8/8/2017,8/9/2017,8/10/2017,8/11/2017,8/12/2017,8/13/2017,8/14/2017,8/15/2017,8/16/2017,8/17/2017,8/18/2017,8/19/2017,8/20/2017,8/21/2017,8/22/2017,8/23/2017,8/24/2017,8/25/2017,8/26/2017,8/27/2017,8/28/2017,8/29/2017,8/30/2017,8/31/2017,9/1/2017,9/2/2017,9/3/2017,9/4/2017,9/5/2017,9/6/2017,9/7/2017,9/8/2017,9/9/2017,9/10/2017,9/11/2017,9/12/2017,9/13/2017,9/14/2017,9/15/2017,9/16/2017,9/17/2017,9/18/2017,9/19/2017,9/20/2017,9/21/2017,9/22/2017,9/23/2017,9/24/2017,9/25/2017,9/26/2017,9/27/2017,9/28/2017,9/29/2017,9/30/2017,10/1/2017,10/2/2017,10/3/2017,10/4/2017,10/5/2017,10/6/2017,10/7/2017,10/8/2017,10/9/2017,10/10/2017,10/11/2017,10/12/2017,10/13/2017,10/14/2017,10/15/2017,10/16/2017,10/17/2017,10/18/2017
www.usfca.edu/arts-sciences/undergraduate-programs/commuication-studies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
www.usfca.edu/arts-sciences/undergraduate-programs/communication-st,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
www.usfca.edu/arts-sciences/undergraduate-programs/communication-studies,44,48,40,56,40,110,57,66,106,54,28,40,48,0,130,0,112,43,52,73,55,32,66,0,31,80,59,55,57,47,34,28,25,64,29,44,38,22,17,72,0,0,50,0,14,18,42,76,56,0,60,0,26,16,27,94,0,0,24,26,25,35,84,30,27,50,7,30,38,20,20,0,0,12,56,27,42,106,82,28,50,27,94,0,27,0,78,0,72,40,48,112,0,52,16,33,40,31,68,37,17,24,23,58,38,41,0,54,0,17,22,36,36,41,32,32,35,56,27,28,35,0,0,22,20,60,0,80,0,50,0,76,92,40,30,66,20,30,34,64,35,0,21,14,14,98,0,0,0,28,14,22,47,54,41,128,86,38,33,84,35,0,41,28,38,27,96,31,76,46,24,56,64,72,0,68,36,31,21,23,44,47,33,0,25,26,60,48,44,35,33,0,54,54,0,90,40,28,52,24,15,40,52,0,28,40,20,0,100,0,28,96,18,16,21,35,54,27,50,19,44,28,14,62,23,18,38,16,44,74,76,74,58,40,22,0,0,54,22,19,29,22,0,0,28,23,31,38,48,50,0,54,38,16,32,18,10,40,16,23,56,42,16,0,28,25,0,38,0,20,0,32,0,26,23,16,14,17,34,37,33,31,44,25,18,56,38,23,44,21,0,23,52,0,36,27,18,36,24,32,52,34,51,35,0,28,47,54,48,0,35,48,50,39,27,126,112,13,21,24,26,90,40,45,60,29,25,0,80,50,0,80,22,32,88,44,98,36,42,48,31,86,52,40,46,0,33,0,92,104,37,31,36,27,24,86,55,94,0,25,27,40,82,102,0
www.usfca.edu/arts-sciences/undergraduate-programs/communication-studies/alumni-outcomes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,8,7,5,1,5,2,0,3,2,4,0,6,6,6,4,4,12,4,0,3,2,12,2,0,4,3,1,0,8,0,22,4,8,5,2,20,2,2,3,0,6,2,4,8,1,12,1,4,1,1,2,2,8,0,3,4,0,6,8,1,2,2,0,8,4,4,10,0,6,0,5,8,3,12,4,1,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
www.usfca.edu/arts-sciences/undergraduate-programs/communication-studies/careers,6,6,3,6,0,14,0,4,0,0,3,0,0,3,14,0,7,4,0,12,12,0,6,8,8,8,0,2,4,3,2,4,4,1,0,2,0,1,0,0,6,0,14,4,2,0,0,1,8,0,6,8,0,1,0,4,0,0,4,2,2,2,0,6,0,0,0,0,0,6,6,3,4,0,4,8,6,3,4,6,6,6,12,2,8,7,5,7,12,2,8,7,0,0,2,6,4,4,4,18,4,1,0,2,5,7,4,4,0,0,0,0,3,3,6,3,14,1,2,5,6,4,2,0,4,2,0,0,3,2,4,0,1,1,4,1,1,1,0,0,4,2,8,0,0,8,1,0,10,2,0,2,0,11,3,0,3,0,12,3,2,0,7,2,4,2,2,0,8,2,2,1,5,8,13,8,4,2,4,6,14,0,8,2,4,6,0,2,1,3,10,1,0,2,0,0,4,4,10,3,0,0,9,6,4,4,0,1,12,10,2,10,2,0,2,4,2,2,1,0,6,0,3,6,0,8,6,3,1,3,0,8,1,2,2,6,1,2,0,4,16,1,0,12,1,12,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
www.usfca.edu/arts-sciences/undergraduate-programs/communication-studies/faculty,6,0,0,0,5,2,4,2,0,1,0,0,6,10,6,0,2,7,8,0,6,14,0,7,2,4,20,14,10,14,3,10,1,1,4,0,4,2,0,2,0,12,8,4,0,2,0,3,4,3,0,6,1,3,13,0,20,2,0,4,0,0,2,2,0,0,0,1,2,2,0,0,6,0,10,4,12,4,0,2,6,0,7,4,0,0,1,0,3,0,0,7,10,0,1,1,10,6,0,16,1,0,2,25,3,10,0,6,2,6,4,12,3,8,0,1,0,4,2,8,0,10,0,2,0,1,0,8,0,2,0,5,16,0,3,10,4,0,0,0,8,8,5,2,0,2,4,4,0,2,0,0,4,6,6,4,3,0,4,16,1,5,0,2,3,1,4,12,10,4,3,0,0,10,8,1,0,6,4,4,24,22,0,0,6,1,2,2,5,8,10,10,2,4,4,12,0,0,1,2,1,14,5,0,6,4,0,0,8,6,16,0,1,0,2,2,4,0,3,1,1,0,0,0,1,0,2,2,0,2,4,0,2,0,0,8,6,5,2,2,4,1,2,6,2,6,0,4,0,0,0,6,3,8,0,0,0,4,0,0,4,1,4,2,20,0,16,0,0,4,2,12,0,1,6,6,6,1,4,10,14,12,2,3,2,0,8,4,3,8,0,3,0,6,16,20,2,2,0,12,0,0,2,0,0,2,0,38,11,6,16,1,0,11,0,14,1,16,2,3,8,3,0,0,13,6,0,0,12,50,2,3,2,3,6,16,8,0,0,0,0,1,8,0,8,2,0,2,1,0,0,4,2,0,0,4,0,24,3,2,1,0,2,13,0
www.usfca.edu/arts-sciences/undergraduate-programs/communication-studies/our-alumni,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,1,6,2,22,4,3,5,2,2,3,10,0,7,20,7,0,0,3,5,4,8,4,4,2,1,8,11,6,4,4,5,3,4,6,0
www.usfca.edu/arts-sciences/undergraduate-programs/comparative-literature,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
www.usfca.edu/arts-sciences/undergraduate-programs/comparative-literature-culture,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
www.usfca.edu/arts-sciences/undergraduate-programs/comparitive-literature-culture,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
www.usfca.edu/arts-sciences/undergraduate-programs/computer-science,100,67,124,106,0,73,64,57,82,96,0,56,192,160,87,77,84,47,53,98,75,93,86,55,124,48,117,186,83,91,55,0,50,64,61,34,0,78,48,72,58,182,68,126,42,86,32,57,80,142,0,48,54,46,47,148,0,0,63,70,43,58,146,37,74,82,56,34,42,96,84,47,86,32,51,45,138,0,148,126,42,144,129,168,158,118,68,79,116,104,70,75,0,70,37,55,0,59,80,74,142,0,0,54,49,63,130,102,0,45,60,116,48,136,49,100,0,73,45,46,126,49,37,84,45,61,0,0,0,0,35,69,62,180,132,0,39,0,66,0,0,46,44,0,0,184,148,0,118,51,36,120,108,69,63,154,43,45,65,0,0,0,0,76,0,65,0,88,70,126,124,50,128,88,67,82,162,36,0,49,79,200,77,68,62,102,60,124,150,80,0,54,74,128,56,104,108,140,54,60,0,158,74,0,88,44,124,100,0,104,52,46,45,82,35,69,57,56,78,0,76,76,0,55,0,98,31,50,0,90,50,60,52,37,72,32,47,55,63,26,84,28,72,52,40,88,98,90,64,86,120,0,0,48,84,0,24,45,0,102,51,88,60,0,106,0,122,35,50,0,0,108,150,73,106,44,96,102,0,88,64,86,0,30,43,57,69,67,0,62,86,0,96,90,148,100,60,50,52,96,58,0,48,0,0,54,116,75,178,67,136,42,38,128,160,62,0,48,0,37,90,98,84,116,55,55,58,132,160,148,62,0,106,77,0,158,182,68,0,43,58,86,106,162,124,58,0,50,94,112,78,0,110,82,110,136,71,124,86,78,88,134,160,85,0
www.usfca.edu/arts-sciences/undergraduate-programs/computer-science/alumni,0,0,14,8,0,0,1,12,9,4,0,4,0,5,1,0,14,0,1,2,0,0,2,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,2,0,0,0,2,1,2,0,0,0,0,2,0,0,0,0,0,0,2,0,1,0,0,2,9,1,0,4,1,2,4,2,1,7,0,0,0,1,4,1,4,5,4,10,2,6,5,4,6,1,2,4,2,10,4,4,2,0,4,4,2,6,3,1,2,1,6,0,0,0,4,0,0,1,1,0,2,0,0,1,0,8,0,4,4,0,1,6,2,6,0,0,4,0,0,0,3,2,1,0,4,4,2,3,4,2,6,6,4,0,0,2,0,0,2,0,6,7,1,0,3,2,6,1,1,1,0,4,1,0,0,4,2,4,4,5,3,0,3,0,4,2,4,0,1,2,0,3,0,0,0,8,12,1,0,1,1,0,1,0,2,1,0,0,1,2,4,2,1,2,4,0,2,0,2,0,1,6,0,0,0,1,0,1,0,0,2,3,6,0,4,2,0,3,2,0,2,0,0,4,0,0,2,0,1,0,0,0,8,8,0,2,8,1,2,2,0,0,0,0,0,0,6,0,3,2,8,2,0,0,1,0,2,4,21,2,6,1,0,2,4,0,4,2,1,0,0,2,0,4,0,0,0,0,0,1,0,0,4,0,0,2,2,2,2,4,0,4,0,0,0,0,4,0,0,0,1,2,10,3,7,0,0,4,0,4,2,0,1,4,4,4,2,4,2,2,0,0,2,2,1,6,2,0,0,0,3,4,0,2,1,0,1,1,0,0,2,1,0,2,2,0,0,0,2,5,0
www.usfca.edu/arts-sciences/undergraduate-programs/computer-science/capstone-employer,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
www.usfca.edu/arts-sciences/undergraduate-programs/computer-science/capstone-project,0,0,0,0,0,0,0,0,0,0,0,0,8,58,8,2,2,0,2,4,0,0,13,0,3,2,3,4,4,2,0,1,0,2,10,0,0,1,0,1,0,2,1,6,2,2,3,2,6,2,2,0,10,0,0,3,1,1,1,0,1,3,0,1,4,0,6,2,0,0,6,0,3,0,0,0,0,2,14,6,3,5,14,4,2,8,3,2,6,3,1,38,3,3,2,0,0,2,3,2,1,0,3,0,3,0,0,0,0,2,4,6,0,1,0,6,0,6,2,8,2,0,1,0,1,0,0,4,2,6,3,0,3,1,8,0,0,0,0,0,3,2,2,0,1,0,0,0,0,4,2,1,10,2,2,2,2,0,1,2,3,1,1,1,0,0,5,0,8,2,1,6,4,2,4,2,6,0,0,0,1,0,10,0,2,4,0,4,2,0,0,3,4,5,10,2,4,3,1,0,4,3,4,0,4,4,2,2,4,2,2,5,5,2,3,4,6,2,1,4,0,2,6,4,0,6,3,1,2,0,0,0,0,3,0,0,0,2,4,2,8,0,0,0,0,0,8,8,0,0,4,2,0,2,2,2,0,2,8,2,1,4,0,3,4,3,0,0,5,0,3,1,14,0,2,0,4,0,4,12,0,7,4,0,8,0,0,8,4,4,3,0,6,10,14,4,4,0,0,0,8,3,0,5,1,4,0,6,6,5,4,1,0,4,0,2,4,2,2,6,2,7,5,3,4,3,0,3,10,14,0,0,2,6,5,2,16,3,4,1,0,1,2,0,2,5,1,4,6,0,0,6,2,2,3,2,0,4,0,4,3,4,7,6,0
